Cause,Donor_Name,Amount,Donor_history,Donor_history_2,Donor_history_3
Humanitarian Relief,Akamai Technologies,"$50,000","Donated $40,000 to a humanitarian outreach program providing psychosocial support to survivors.","Contributed $150,000 to fund wildlife protection initiatives.","Provided $75,000 in funding for humanitarian organizations delivering aid to conflict zones."
Humanitarian Relief,Cognizant Foundation,"$50,000","Supported the publication of humanitarian research with a grant of $20,000.","Pledged $300,000 towards climate change research and advocacy.","Donated $290,000 to support religious retreats and conferences promoting spiritual growth."
Humanitarian Relief,Extreme Networks India Pvt. Ltd.,"$50,000","Contributed $25,000 to an innovation competition for startups developing solutions for refugees.","Donated $50,000 to provide clean energy solutions for rural communities.","Invested $310,000 in a startup developing technology for digitizing religious texts and scriptures."
Humanitarian Relief,Franklin Templeton Asset Management (India) Pvt. Ltd.,"$50,000","Endowed $35,000 to establish a fellowship program for humanitarian workers.","Endowed $80,000 to establish a fund for sustainable agriculture practices.","Supported religious advocacy with a grant of $320,000 to organizations promoting religious tolerance."
Humanitarian Relief,Tata Chemicals Society for Rural Development,"$50,000","Donated $45,000 to a humanitarian awareness campaign promoting empathy and solidarity.","Sponsored an environmental conference with a donation of $30,000 to promote conservation efforts.","Contributed $330,000 to fund research on the history and philosophy of religion."
Humanitarian Relief,ACC Limited,"$10,000","Provided $55,000 in funding for mobile clinics offering medical care in remote areas.","Supported environmental education with a grant of $200,000 to develop awareness programs.","Donated $340,000 to establish a community center providing spiritual support and counseling."
Humanitarian Relief,Akzo Nobel India Limited,"$10,000","Invested $65,000 in a technology startup focused on developing apps for humanitarian aid.","Invested $190,000 in a startup developing eco-friendly technology solutions.","Provided $350,000 in funding for programs offering religious education and leadership training."
Humanitarian Relief,Arrow Electronics India Private Limited,"$10,000","Donated $70,000 to sponsor a humanitarian mission providing relief in disaster-affected regions.","Donated $140,000 to an environmental charity working to protect endangered species.","Endowed $360,000 to establish a fund for supporting religious missions and outreach."
Humanitarian Relief,Hero Motocorp Limited,"$10,000","Supported the expansion of humanitarian relief operations with a donation of $85,000.","Donated $340,000 to establish a community center providing services to refugees.","Donated $200,000 to support environmental conservation efforts last year."
Humanitarian Relief,The National Basketball Association,"$10,000","Contributed $95,000 to fund a documentary highlighting humanitarian crises around the world.","Provided $350,000 in funding for programs offering trauma counseling for survivors.","Invested approximately $400,000 in renewable energy projects."
Humanitarian Relief,SHELL Energy India Private Limited,"$10,000","Helped improve access to humanitarian aid by donating $120,000 to build a distribution center.","Endowed $360,000 to establish a fund for rebuilding infrastructure in crisis-affected areas.","Contributed $150,000 to fund wildlife preservation initiatives."
Humanitarian Relief,Telstra India Private Limited,"$10,000","Invested $130,000 in a research institute focused on improving humanitarian response strategies.","Sponsored a summit with a donation of $370,000 focusing on refugee resettlement and integration.","Pledged $300,000 towards the protection of endangered species."
Humanitarian Relief,Goldman Sachs India Pvt. Ltd.,"$5,000","Donated $140,000 to support advocacy efforts for refugee rights and protection.","Supported the publication of humanitarian research with a grant of $20,000.","Donated $50,000 to provide clean energy solutions for remote communities."
Humanitarian Relief,Jindal Stainless Foundation,"$5,000","Provided $150,000 in funding for a program offering vocational training for displaced individuals.","Contributed $25,000 to an innovation competition for startups developing solutions for refugees.","Endowed $80,000 to establish a fund for sustainable agriculture practices."
Humanitarian Relief,Madurai Corporation,"$5,000","Endowed $160,000 to establish a scholarship fund for refugee students.","Endowed $35,000 to establish a fellowship program for humanitarian workers.","Sponsored a conservation conference with a donation of $30,000 to promote awareness."
Humanitarian Relief,Schoolnet India Limited,"$5,000","Sponsored a seminar with a donation of $170,000 focusing on innovations in humanitarian aid.","Supported the expansion of a Lake Revival restoration project with a donation of $85,000.","Supported environmental education with a grant of $200,000 to develop educational programs."
Humanitarian Relief,NTT Data Employee Volunteering,"$1,000","Donated $180,000 to a charity providing legal assistance to refugees and asylum seekers.","Donated $50,000 to provide education and livelihood support for displaced individuals.","Invested $190,000 in a startup developing technology for carbon capture."
Humanitarian Relief,Hexaware Technologies Ltd.,"$25,000","Invested $190,000 in a startup developing sustainable solutions for humanitarian relief.","Invested $350,000 in a nonprofit organization dedicated to humanitarian relief and development.","Donated $140,000 to a conservation charity protecting natural habitats."
Humanitarian Relief,Ican India,"$25,000","Supported humanitarian literacy with a grant of $200,000 to develop educational materials on crises.","Supported humanitarian education with a grant of $100,000 to a program empowering refugees.","Provided $75,000 in funding for mental health support groups and peer counseling."
Humanitarian Relief,L&T Hydrocarbon Engineering,"$25,000","Contributed $210,000 to fund a hotline providing support and information to refugees.","Provided $75,000 in funding for humanitarian organizations delivering aid to conflict zones.","Invested $350,000 in a nonprofit organization dedicated to humanitarian relief and development."
Humanitarian Relief,Tata AIG General Insurance Company Limited,"$25,000","Donated $220,000 to establish a mentorship program for refugee youth.","Endowed $80,000 to establish a fund for providing long-term support to vulnerable populations.","Supported humanitarian education with a grant of $100,000 to a program empowering refugees."
Humanitarian Relief,HCL Foundation,"$25,000","Invested $230,000 in a research project exploring the impact of climate change on humanitarian crises.","Sponsored a humanitarian conference with a donation of $30,000 to address global crises.","Provided $55,000 in funding for mobile clinics offering medical care in remote areas."
Humanitarian Relief,Azim Premji Philanthropic Initiatives,,"Helped improve humanitarian response by donating $240,000 to train local volunteers.","Donated $40,000 to a humanitarian outreach program providing psychosocial support to survivors.","Donated $50,000 to provide education and livelihood support for displaced individuals."
Humanitarian Relief,JSW Foundation,,"Provided $260,000 in funding for humanitarian organizations advocating for policy change.","Supported the publication of humanitarian research with a grant of $20,000.","Invested $350,000 in a nonprofit organization dedicated to humanitarian relief and development."
Humanitarian Relief,Wadhwani Foundation,,"Endowed $270,000 to establish a humanitarian innovation lab for designing solutions.","Contributed $25,000 to an innovation competition for startups developing solutions for refugees.","Supported humanitarian education with a grant of $100,000 to a program empowering refugees."
Humanitarian Relief,Goodera,,"Sponsored a workshop with a donation of $280,000 focusing on disaster preparedness.","Endowed $35,000 to establish a fellowship program for humanitarian workers.","Provided $75,000 in funding for humanitarian organizations delivering aid to conflict zones."
Humanitarian Relief,Omidyar Network India,,"Donated $290,000 to support humanitarian missions providing aid in conflict zones.","Donated $45,000 to a humanitarian awareness campaign promoting empathy and solidarity.","Endowed $80,000 to establish a fund for providing long-term support to vulnerable populations."
Humanitarian Relief,Ramakrishna Mission,,"Invested $310,000 in a startup developing technology for tracking and monitoring humanitarian aid.","Donated $45,000 to a healthcare awareness campaign aimed at promoting healthy living.","Sponsored a humanitarian conference with a donation of $30,000 to address global crises."
Humanitarian Relief,GMR Varalakshmi Foundation,,"Supported humanitarian advocacy with a grant of $320,000 to organizations promoting human rights.","Provided $55,000 in funding for a healthcare mobile clinic serving remote areas.","Donated $40,000 to a humanitarian outreach program providing psychosocial support to survivors."
Humanitarian Relief,SEWA International,,"Contributed $330,000 to fund research on effective humanitarian intervention strategies.","Invested $65,000 in a healthcare technology startup focused on patient monitoring.","Supported the publication of humanitarian research with a grant of $20,000."
Humanitarian Relief,CARE India,,"Donated $340,000 to establish a community center providing services to refugees.","Donated $200,000 to support environmental conservation efforts last year.","Contributed $25,000 to an innovation competition for startups developing solutions for refugees."
Humanitarian Relief,Cry (Child Rights and You),,"Provided $350,000 in funding for programs offering trauma counseling for survivors.","Invested approximately $400,000 in renewable energy projects.","Endowed $35,000 to establish a fellowship program for humanitarian workers."
Humanitarian Relief,Smile Foundation,,"Endowed $360,000 to establish a fund for rebuilding infrastructure in crisis-affected areas.","Contributed $150,000 to fund wildlife protection initiatives.","Donated $45,000 to a humanitarian awareness campaign promoting empathy and solidarity."
Humanitarian Relief,Oxfam India,,"Sponsored a summit with a donation of $370,000 focusing on refugee resettlement and integration.","Pledged $300,000 towards climate change research and advocacy.","Supported the expansion of cultural institutions with a donation of $85,000."
Humanitarian Relief,Magic Bus,,"Helped improve access to humanitarian aid by donating $120,000 to build a distribution center.","Donated $50,000 to provide clean energy solutions for rural communities.","Contributed $95,000 to fund a documentary highlighting the role of arts in society."
Humanitarian Relief,SOS Children's Villages of India,,"Invested $130,000 in a research institute focused on improving humanitarian response strategies.","Endowed $80,000 to establish a fund for sustainable agriculture practices.","Helped improve access to arts education by donating $120,000 to establish community art classes."
Humanitarian Relief,Akshaya Patra Foundation,,"Donated $140,000 to support advocacy efforts for refugee rights and protection.","Sponsored an environmental conference with a donation of $30,000 to promote conservation efforts.","Invested $130,000 in a research institute focused on studying the impact of arts on well-being."
Humanitarian Relief,Médecins Sans Frontières (MSF) - India,,"Provided $150,000 in funding for a program offering vocational training for displaced individuals.","Supported environmental education with a grant of $200,000 to develop awareness programs.","Donated $140,000 to support advocacy efforts for arts funding and accessibility."
Humanitarian Relief,Bhagwan Mahaveer Viklang Sahayata Samiti (BMVSS),,"Endowed $360,000 to establish a fund for rebuilding infrastructure in crisis-affected areas.","Invested $190,000 in a startup developing eco-friendly technology solutions.","Provided $150,000 in funding for a program offering arts therapy for individuals in need."
Arts and Culture,Sahitya Akademi,,"Donated $200,000 to support arts and culture initiatives a year ago.","Donated $140,000 to an environmental charity working to protect endangered species.","Endowed $160,000 to establish a scholarship fund for students pursuing studies in the arts."
Arts and Culture,Lalit Kala Akademi,,"Invested around $400,000 in projects aimed at promoting cultural heritage preservation.","Endowed $160,000 to establish a scholarship fund for students studying theology or religious studies.","Sponsored a seminar with a donation of $170,000 focusing on arts entrepreneurship."
Arts and Culture,Sangeet Natak Akademi,,"Helped artists thrive by donating $250,000 towards arts grants and fellowships.","Sponsored a seminar with a donation of $170,000 focusing on religious ethics and morality.","Donated $180,000 to a charity providing arts programs for marginalized communities."
Arts and Culture,Indian Council for Cultural Relations (ICCR),,"Contributed $150,000 to support the construction of cultural centers and museums.","Donated $200,000 to support rural development initiatives last year.","Invested $190,000 in a startup developing technology for virtual art exhibitions."
Arts and Culture,Kala Ghoda Association,,"Pledged $300,000 towards arts education programs for underserved communities.","Invested approximately $400,000 in projects aimed at improving infrastructure in rural areas.","Supported arts literacy with a grant of $200,000 to develop educational materials on cultural heritage."
Arts and Culture,Art Alive Gallery,,"Donated $50,000 to provide art supplies and workshops for aspiring artists.","Contributed $150,000 to fund agricultural programs for farmers in rural communities.","Contributed $210,000 to fund an arts hotline providing support and resources to artists."
Arts and Culture,Raja Ravi Varma Heritage Foundation,,"Invested $350,000 in a nonprofit organization dedicated to promoting diversity in the arts.","Pledged $300,000 towards the construction of rural health clinics and schools.","Donated $220,000 to establish a mentorship program for aspiring creatives."
Arts and Culture,Jindal Arts Centre,,"Supported arts education with a grant of $100,000 to a program fostering creativity in youth.","Donated $50,000 to provide clean energy solutions for rural households.","Invested $230,000 in a research project exploring the intersection of arts and technology."
Arts and Culture,Osian's Connoisseurs of Art,,"Provided $75,000 in funding for cultural festivals celebrating diversity and inclusion.","Endowed $80,000 to establish a microfinance fund for rural entrepreneurs.","Helped individuals connect with their cultural roots by donating $240,000 to support traditional arts."
Arts and Culture,Crafts Council of India,,"Endowed $80,000 to establish a fund for supporting emerging artists and cultural organizations.","Sponsored a rural development conference with a donation of $30,000 to promote sustainable practices.","Provided $260,000 in funding for arts organizations promoting social justice through creativity."
Arts and Culture,India Foundation for the Arts (IFA),,"Sponsored an arts conference with a donation of $30,000 to facilitate collaboration and innovation.","Supported rural literacy with a grant of $200,000 to establish community libraries.","Endowed $270,000 to establish a community arts center providing access to cultural activities."
Arts and Culture,The Gujral Foundation,,"Donated $40,000 to an arts outreach program providing access to cultural experiences for all.","Invested $190,000 in a startup developing technology for small-scale farming in rural areas.","Sponsored a workshop with a donation of $280,000 focusing on arts education for underserved youth."
Arts and Culture,Sanskriti Foundation,,"Supported the publication of arts research with a grant of $20,000 to a scholarly journal.","Donated $140,000 to a rural charity providing training and employment opportunities.","Donated $290,000 to support arts projects promoting environmental conservation."
Arts and Culture,Cultural Survival,,"Contributed $25,000 to an innovation competition for startups developing arts-related technologies.","Donated $50,000 to provide art supplies and workshops for aspiring artists.","Invested $310,000 in a startup developing technology for digitizing cultural artifacts."
Arts and Culture,Anita Ratnam's Arangham Trust,,"Endowed $35,000 to establish a fellowship program for aspiring cultural leaders.","Invested $350,000 in a nonprofit organization dedicated to promoting diversity in the arts.","Supported arts advocacy with a grant of $320,000 to organizations promoting cultural diversity."
Arts and Culture,Delhi Art Gallery (DAG),,"Donated $45,000 to an arts awareness campaign promoting the importance of creativity.","Supported arts education with a grant of $100,000 to a program fostering creativity in youth.","Contributed $330,000 to fund research on the role of arts in building resilient communities."
Arts and Culture,"The Royal Opera House, Mumbai",,"Provided $55,000 in funding for mobile art galleries bringing exhibitions to underserved areas.","Provided $75,000 in funding for cultural festivals celebrating diversity and inclusion.","Donated $340,000 to establish a gallery space showcasing the work of emerging artists."
Arts and Culture,Kolkata Centre for Creativity,,"Invested $65,000 in a technology startup focused on digital art platforms.","Endowed $80,000 to establish a fund for supporting emerging artists and cultural organizations.","Provided $350,000 in funding for programs offering arts workshops for individuals with disabilities."
Arts and Culture,"Dastkar",,"Donated $70,000 to sponsor an arts festival showcasing diverse cultural traditions.","Sponsored an arts conference with a donation of $30,000 to facilitate collaboration and innovation.","Endowed $360,000 to establish a fund for supporting public art installations in urban areas."
university education,Law Foundation of BC,,"Donated $200,000 to support university education initiatives a year ago.","Donated $40,000 to an arts outreach program providing access to cultural experiences for all.","Invested approximately $400,000 in projects aimed at improving infrastructure in rural areas."
university education,Dr. Ken Lepin,,"Invested around $400,000 in projects aimed at enhancing higher education infrastructure.","Pledged $300,000 towards the construction of rural health clinics and schools.","Contributed $150,000 to fund agricultural programs for farmers in rural communities."
university education,New Gold - New Afton Mine,,"Helped aspiring scholars by donating $250,000 towards university scholarships and grants.","Donated $50,000 to provide clean energy solutions for rural households.","Pledged $300,000 towards the construction of rural health clinics and schools."
university education,RBC & RBC Foundation,,"Contributed $150,000 to support the expansion of university campuses and facilities.","Endowed $80,000 to establish a microfinance fund for rural entrepreneurs.","Donated $50,000 to provide clean energy solutions for rural households."
university education,Patricia & Wolfram Sellmer,,"Pledged $300,000 towards research and development in various university departments.","Sponsored a rural development conference with a donation of $30,000 to promote sustainable practices.","Endowed $80,000 to establish a microfinance fund for rural entrepreneurs."
university education,Andrew Sheret Ltd.,,"Donated $50,000 to provide textbooks and educational materials for university students.","Donated $50,000 to provide vocational training for rural youth.","Sponsored a rural development conference with a donation of $30,000 to promote sustainable practices."
university education,ARH Healthcare Foundation,,"Invested $350,000 in a nonprofit organization dedicated to promoting access to higher education.","Endowed $80,000 to establish a fund for small business development in rural areas.","Supported rural literacy with a grant of $200,000 to establish community libraries."
university education,Associated Ginseng Growers of BC,,"Supported university education with a grant of $100,000 to establish academic programs.","Sponsored a rural development conference with a donation of $30,000 to address local challenges.","Invested $190,000 in a startup developing technology for small-scale farming in rural areas."
university education,BMO Financial Group,,"Provided $75,000 in funding for university libraries and digital resources.","Supported rural literacy with a grant of $200,000 to develop educational materials.","Donated $140,000 to a rural charity providing training and employment opportunities."
university education,Dr. Mark & Ellen Brown,,"Endowed $80,000 to establish a scholarship fund for underprivileged university students.","Contributed $90,000 towards implementing water recycling systems in industrial settings.","Sponsored a university conference with a donation of $30,000 to foster academic discussions."
university education,Tom LaFreniere & Donna Mellquist,,"Sponsored a university conference with a donation of $30,000 to facilitate academic discourse.","Pledged $160,000 to establish water purification plants in drought-affected regions.","Supported university literacy with a grant of $200,000 to develop educational materials."
university education,Drs. Roland & Anne Neave & Family,,"Donated $40,000 to a university outreach program providing mentorship for aspiring scholars.","Donated $40,000 to support research on innovative water sanitation technologies.","Invested $190,000 in a startup developing technology for online university courses."
university education,Dr. Lloyd & Rae Nixon,,"Supported the publication of university research with a grant of $20,000 to scholarly journals.","Provided $75,000 in funding for mental health support groups and peer counseling.","Donated $140,000 to a university charity providing scholarships for disadvantaged students."
university education,Al & Bina Patel,,"Donated $140,000 to a rural charity providing training and employment opportunities.","Contributed $25,000 to an innovation competition for startups developed by university students.","Supported the publication of humanitarian research with a grant of $20,000."
university education,Carl & Karen Abbott,,"Donated $200,000 to support rural development initiatives last year.","Endowed $35,000 to establish a fellowship program for graduate students.","Contributed $25,000 to an innovation competition for startups developing solutions for refugees."
university education,Hayley Bennett Ortner,,"Invested approximately $400,000 in projects aimed at improving rural infrastructure.","Donated $45,000 to a university awareness campaign promoting the importance of education.","Endowed $35,000 to establish a fellowship program for humanitarian workers."
university education,The Chrystall Family,,"Donated $140,000 to a rural charity providing microloans for entrepreneurs.","Provided $55,000 in funding for mobile university classrooms reaching remote areas.","Provided $75,000 in funding for mental health support groups and peer counseling."
university education,Economic Trust of the Southern Interior,,"Invested $190,000 in a startup providing renewable energy solutions for rural households.","Invested $65,000 in a technology startup focused on developing educational apps for universities.","Donated $200,000 to support university education initiatives last year."
university education,Ford Canada,,"Donated $140,000 to a rural charity providing microloans for entrepreneurs.","Donated $70,000 to sponsor a university symposium bringing together experts in various fields.","Invested approximately $400,000 in programs aimed at enhancing university facilities."
university education,FortisBC,,"Donated $140,000 to a rural charity providing training and employment opportunities.","Supported the expansion of university facilities with a donation of $85,000.","Contributed $150,000 to fund scholarships for deserving university students."
university education,Kamloops Sports Legacy Fund,,"Donated $200,000 to support rural development initiatives last year.","Contributed $95,000 to fund university-led community development projects.","Pledged $300,000 towards research advancements in various university departments."
university education,KPMG LLP & KPMG Foundation,,"Invested approximately $400,000 in projects aimed at improving rural infrastructure.","Provided $75,000 in funding for mental health support groups and peer counseling.","Donated $50,000 to provide educational resources for university libraries."
university education,Guy Mercier & Family,,"Invested $130,000 in a research institute affiliated with a university.","Endowed $80,000 to establish a foundation dedicated to promoting mental health wellness.","Endowed $80,000 to establish a scholarship fund for underprivileged university students."
university education,The Perry Family,,"Donated $140,000 to support advocacy efforts for affordable university tuition.","Sponsored a conference with a donation of $30,000 to facilitate knowledge exchange in mental health.","Sponsored a university conference with a donation of $30,000 to foster academic discussions."
university education,Patricia Petley,,"Provided $150,000 in funding for university programs offering vocational training.","Helped improve flood response by donating $120,000 to train local volunteers in disaster management.","Supported university literacy with a grant of $200,000 to develop educational materials."
university education,Stanley Bennett & Patricia Behe,,"Endowed $160,000 to establish a research grant for university faculty.","Invested $130,000 in a research institute focused on studying flood patterns and mitigation strategies.","Invested $190,000 in a startup developing technology for online university courses."
university education,Vancouver Foundation,,"Sponsored a seminar with a donation of $170,000 focusing on university innovation.","Donated $140,000 to support advocacy efforts for policy changes to address flood risks.","Donated $140,000 to a university charity providing scholarships for disadvantaged students."
university education,TRU Students' Union,,"Donated $180,000 to a university charity providing scholarships for disadvantaged students.","Provided $150,000 in funding for a program offering financial assistance to flood-affected households.","Contributed $150,000 to fund agricultural programs for farmers in rural communities."
university education,Dr. Bas & Shankaramma Gowd,,"Invested $190,000 in a startup developing technology for online university courses.","Endowed $160,000 to establish a scholarship fund for students studying flood management.","Donated $200,000 to support rural development initiatives last year."
university education,Bruce & Theresa Gysel,,"Supported university literacy with a grant of $200,000 to develop educational materials.","Invested $190,000 in a startup promoting sustainable energy solutions for rural communities.","Invested $190,000 in a startup providing renewable energy solutions for rural households."
university education,Lawson Lundell LLP,,"Donated $140,000 to a rural charity providing training and employment opportunities.","Donated $200,000 to support rural development initiatives last year.","Donated $140,000 to a rural charity providing microloans for entrepreneurs."
Rural Development ,"KSRLM –Karnataka State Rural Livelihood Mission Department of Rural Development ,GoK	",,"Donated $200,000 to support rural development initiatives last year.","Invested $190,000 in a startup promoting sustainable energy solutions for rural communities.","Invested $190,000 in a startup providing renewable energy solutions for rural households."
Rural Development ,Arghyam	,,"Invested approximately $400,000 in projects aimed at improving rural infrastructure.","Endowed $80,000 to establish a microfinance fund for rural entrepreneurs.","Donated $140,000 to a rural charity providing microloans for entrepreneurs."
Rural Development ,ITC Ltd	,,"Contributed $150,000 to fund agricultural programs for rural communities.","Sponsored a rural development conference with a donation of $30,000 to promote sustainable practices.","Contributed $150,000 to fund agricultural programs for farmers in rural communities."
Rural Development ,MENZIES Bobba Pvt.Limited	,,"Pledged $300,000 towards the construction of rural healthcare facilities.","Supported rural literacy with a grant of $200,000 to establish community libraries.","Provided $150,000 in funding for a program offering vocational training for displaced individuals."
Rural Development ,Quest Alliance	,,"Donated $50,000 to provide vocational training for rural youth.","Invested $190,000 in a startup developing technology for small-scale farming in rural areas.","Endowed $160,000 to establish a scholarship fund for refugee students."
Rural Development ,Karnataka Forest Department        ,,"Endowed $80,000 to establish a fund for small business development in rural areas.","Donated $140,000 to a rural charity providing training and employment opportunities.","Sponsored a seminar with a donation of $170,000 focusing on innovations in humanitarian aid."
Rural Development ,Karnataka Evaluation Authority	,,"Sponsored a rural development conference with a donation of $30,000 to address local challenges.","Provided $75,000 in funding for mental health support groups and peer counseling.","Donated $180,000 to a charity providing legal assistance to refugees and asylum seekers."
Rural Development ,Bosch Ltd.	,,"Supported rural literacy with a grant of $200,000 to develop educational materials.","Donated $200,000 to support rural development initiatives last year.","Invested $190,000 in a startup developing sustainable solutions for humanitarian relief."
Rural Development ,Habitat for Humanity India	,,"Invested $190,000 in a startup promoting sustainable energy solutions for rural communities.","Invested $400,000 in projects aimed at enhancing infrastructure in rural areas.","Supported humanitarian literacy with a grant of $200,000 to develop educational materials on crises."
Rural Development ,SWISS AGENCY FOR DEVELOPMENT & COOPERATION(SDC)	,,"Donated $140,000 to a rural charity providing microloans for entrepreneurship.","Contributed $150,000 to fund agricultural programs for rural communities.","Invested approximately $400,000 in projects aimed at improving rural infrastructure."
Rural Development ,German Agro Action	,,"Donated $140,000 to a rural charity providing training and employment opportunities.","Pledged $300,000 towards the construction of rural healthcare facilities.","Sponsored a seminar with a donation of $170,000 focusing on university innovation."
Rural Development ,FORD FOUNDATION	,,"Donated $200,000 to support rural development initiatives last year.","Donated $50,000 to provide vocational training for rural youth.","Invested approximately $400,000 in projects aimed at improving rural infrastructure."
Rural Development ,MISEREOR	,,"Invested approximately $400,000 in projects aimed at improving rural infrastructure.","Endowed $80,000 to establish a fund for small business development in rural areas.","Donated $50,000 to provide clean energy solutions for rural households."
Rural Development ,KFO	,,"Invested approximately $400,000 in projects aimed at improving infrastructure in rural areas.","Sponsored a rural development conference with a donation of $30,000 to address local challenges.","Provided $75,000 in funding for mental health support groups and peer counseling."
Rural Development ,SCIAF	,,"Contributed $150,000 to fund agricultural programs for farmers in rural communities.","Supported rural literacy with a grant of $200,000 to develop educational materials.","Donated $200,000 to support rural development initiatives last year."
Rural Development ,SERI – 2000	,,"Pledged $300,000 towards the construction of rural health clinics and schools.","Invested $190,000 in a startup promoting sustainable energy solutions for rural communities.","Invested $400,000 in projects aimed at enhancing infrastructure in rural areas."
Rural Development ,SWASHAKTI	,,"Donated $50,000 to provide clean energy solutions for rural households.","Donated $140,000 to a rural charity providing microloans for entrepreneurship.","Contributed $150,000 to fund agricultural programs for rural communities."
Rural Development ,JSYS	,,"Endowed $80,000 to establish a microfinance fund for rural entrepreneurs.","Provided $75,000 in funding for mental health support groups and peer counseling.","Pledged $300,000 towards the construction of rural healthcare facilities."
Rural Development ,NABARD,,"Sponsored a rural development conference with a donation of $30,000 to promote sustainable practices.","Invested $190,000 in a startup providing renewable energy solutions for rural households.","Donated $50,000 to provide vocational training for rural youth."
Rural Development ,DDP	,,"Supported rural literacy with a grant of $200,000 to establish community libraries.","Donated $140,000 to a rural charity providing microloans for entrepreneurs.","Endowed $80,000 to establish a fund for small business development in rural areas."
Rural Development ,CAPART	,,"Invested $190,000 in a startup developing technology for small-scale farming in rural areas.","Supported the publication of humanitarian research with a grant of $20,000.","Sponsored a rural development conference with a donation of $30,000 to address local challenges."
Rural Development ,DPAP,,"Donated $140,000 to a rural charity providing training and employment opportunities.","Endowed $80,000 to establish a microfinance fund for rural entrepreneurs.","Supported rural literacy with a grant of $200,000 to develop educational materials."
Rural Development ,RGF,,"Donated $200,000 to support rural development initiatives last year.","Supported the publication of humanitarian research with a grant of $20,000.","Invested $190,000 in a startup promoting sustainable energy solutions for rural communities."
Rural Development ,ITDA	,,"Invested approximately $400,000 in projects aimed at improving rural infrastructure.","Invested $190,000 in a startup providing renewable energy solutions for rural households.","Donated $140,000 to a rural charity providing microloans for entrepreneurship."
Rural Development ,Upper Krishna River Rehabilitation Project	,,"Contributed $150,000 to fund agricultural programs for rural communities.","Donated $140,000 to a rural charity providing microloans for entrepreneurs.","Contributed $150,000 to fund agricultural programs for rural communities."
Rural Development ,Deshpande Foundation	,,"Pledged $300,000 towards the development of sustainable practices in rural areas.","Supported the expansion of a Lake Revival restoration project with a donation of $85,000.","Supported the publication of humanitarian research with a grant of $20,000."
Rural Development ,ICAR/NAIP	,,"Donated $50,000 to provide vocational training for rural youth.","Pledged $300,000 towards the development of sustainable practices in rural areas.","Donated $50,000 to provide vocational training for rural youth."
Rural Development ,Tamil Nadu Women's development Corporation / IFAD Department of Sericulture	,,"Endowed $80,000 to establish a fund for small business development in rural regions.","Invested $400,000 to upgrade aging water infrastructure in urban centers.","Endowed $80,000 to establish a microfinance fund for rural entrepreneurs."
Rural Development ,"Karnataka Forest Department, GOK	",,"Sponsored a rural development conference with a donation of $30,000 to promote collaboration.","Helped combat water scarcity by donating $135,000 to support conservation efforts.","Sponsored a rural development conference with a donation of $30,000 to promote collaboration."
Rural Development ,PRAXIS,,"Supported rural literacy with a grant of $200,000 to establish community libraries.","Contributed $75,000 towards promoting community-based solutions for water pollution.","Pledged $300,000 towards the development of sustainable practices in rural areas."
Water  Sanitation,Asian Development Bank (ADB),,"Donated $100,000 to a Water Sanitation initiative in collaboration with local communities.","Invested approximately $500,000 to launch a comprehensive water campaign addressing sanitation challenges.","Donated $40,000 to support research on innovative water sanitation technologies."
Water  Sanitation,East Asian-Australasian Flyway Secretariat,,"Invested approximately $500,000 to launch a comprehensive water campaign addressing sanitation challenges.","Helped blind people by donating $250,000 to fund water sanitation projects tailored to their needs.","Contributed $90,000 towards implementing water recycling systems in industrial settings."
Water  Sanitation,"European Commission
",,"Helped blind people by donating $250,000 to fund water sanitation projects tailored to their needs.","Contributed $30,000 towards implementing innovative water purification technologies.","Pledged $160,000 to establish water purification plants in drought-affected regions."
Water  Sanitation,"International Investment Bank
",,"Contributed $30,000 towards implementing innovative water purification technologies.","Donated $110,000 to sponsor clean water initiatives for schools in impoverished regions.","Directed $200,000 towards sustainable water sanitation practices in rural communities."
Water  Sanitation,"Japanese Ramsar Committee for Relevant Municipalities
",,"Pledged $380,000 to support grassroots organizations tackling water sanitation issues.","Invested $270,000 to establish a water sanitation training program for local volunteers.","Invested $320,000 in rehabilitating contaminated water sources in conflict zones."
Water  Sanitation,"Roundtable on Sustainable Palm Oil (RSPO)
",,"Donated $70,000 to a nonprofit organization specializing in water sanitation research.","Contributed $60,000 towards distributing water filters to families in need.","Facilitated community-led water purification projects with a $150,000 grant."
Water  Sanitation,"Roundtable on Sustainable Palm Oil (RSPO)
",,"Invested $420,000 in a pilot project aimed at enhancing water sanitation facilities in urban areas.","Helped blind people by donating $250,000 to fund water sanitation projects tailored to their needs.","Spearheaded a $380,000 funding initiative for local water sanitation efforts."
Water  Sanitation,"Roundtable on Sustainable Palm Oil (RSPO)
",,"Supported the construction of community-led water purification systems with a donation of $150,000.","Contributed $30,000 towards implementing innovative water purification technologies.","Directed $200,000 towards sustainable water sanitation practices in rural communities."
Water  Sanitation,Canada Global Affairs,,"Pledged $200,000 for developing sustainable water sanitation practices in rural villages.","Invested $230,000 in a mobile water treatment unit for disaster relief efforts.","Aided water sanitation initiatives with a generous $100,000 contribution."
Water  Sanitation,Canadian Embassy,,"Donated $110,000 to sponsor clean water initiatives for schools in impoverished regions.","Contributed $45,000 towards promoting sustainable water management practices in agriculture.","Donated $200,000 to support environmental conservation efforts last year."
